feature_0,feature_1,feature_2,feature_3,feature_4,target
1.568518985472554,-1.7605342663069727,-0.7137195817011002,-0.3751089949435645,-2.0201131547976834,0
-0.31469082878809246,-0.9765720423075124,-1.0141865845575284,0.03757485933586561,0.9592209284821187,0
-1.227828566056992,-0.30961231863943206,-1.1059902486858402,0.058608917371792725,-0.8627250270106247,0
-1.1742022957201466,-0.4402633027892551,-0.1998502884383393,0.780201721186075,-3.0178351371066023,0
-0.48915617518421617,-0.09222736054425762,-1.7074125417431585,-0.42369071691067595,1.3543951416379905,0
0.2690526930157071,-0.1817614370306998,-1.223044355929699,1.2065357234543024,-0.8830818755797416,0
0.7320809514330224,-0.8794121871388254,-1.061977030772585,0.8728170831783344,2.690619102556561,0
0.4205367059040693,-1.5477989057911654,-0.8600339039692562,1.5323803825876219,-1.0851325267550769,0
0.5422030069090485,-0.7473782817181436,-0.3545172640297415,-0.21208966992042563,-0.3443096698539385,0
2.2409265562057925,-0.3955494290937257,-0.6209550403210626,-0.9885290078659005,-1.9955551979002366,0
3.1176811292080475,-1.7712035986426855,-1.0052390753452223,-0.20412976887271617,-0.3993537878380946,0
-0.6656934648935469,0.2932169261205295,-1.4093655890530417,0.2408767572004076,0.928146940625077,0
-1.6413801156020968,-2.264568468614968,-1.1235089447669968,-0.8935950137191204,2.307475796571751,0
0.9784578056665502,-1.7301249712457651,-0.7442738633722521,-1.9473424741408143,1.561150942454848,0
0.32717055287779023,0.19129564696403922,-0.27096221357282335,0.8715559662881419,-3.0010790341910125,0
-0.15195112347198586,-0.7212171152565139,-0.38620972053726244,0.1756035498043702,-2.721512960851468,0
0.4000000056135664,0.9579089172649595,-1.7446429685229612,-0.22694246613792435,1.4250444391981967,0
-1.6047050097978122,0.5446896368118697,-0.39727982217938573,0.42350787402203743,-3.3245991855244674,0
-1.7632366989034851,0.1704518044328993,-1.3104564248152708,2.2887906608802893,0.5560782126784696,1
-0.5387903045767108,1.7948068463511082,-1.614363481853518,-0.7075522852941063,0.332441515396077,0
2.044481557199944,-1.072059606838188,-1.2481042709405679,-1.8730058309306206,3.032251132706267,0
0.9911911129266663,-0.5110577200388873,-1.79644995861868,-0.081894379572493,1.2766683545617994,0
0.11112937529651211,-3.8820647797324153,-0.3812256230695835,1.3920387515870913,1.0677611523250476,0
-1.2859997065164936,-0.10844300783455374,-1.1439082166064454,1.0687923213942923,1.04697675458983,0
0.509683077242329,-0.48714719864716216,-1.2910146893718906,0.6149446390313781,1.2280861486413603,0
-0.25518717151428366,1.4247075532623341,0.7930764629388019,0.2454986817943127,0.5874882288718515,1
-0.8342713430679655,-1.1113374122097324,-1.2084716788690661,0.1829944496452604,2.779893233763055,0
-2.4878220575623313,-1.1928409766021622,-1.290397402901506,-0.18403239919900272,0.29509144099685847,0
-0.05585218265281086,0.9952436886483883,-1.2048872535174673,-0.11356256479045149,-0.4423070197981456,1
1.67286820189853,-1.2812805748437432,-1.442452051776912,-2.350455852624361,3.2058723381284437,0
1.693547133413672,0.3392383723929484,-1.0063560203509676,0.02233923931860801,3.517401135473829,0
-1.349605255711928,-2.3378613727582125,-1.063225107964387,-0.7051105201659605,-1.0804962102813764,0
0.6509656787794414,-0.4505648383887909,-0.4766031776532963,0.5724714117797358,-2.2527495422136012,0
0.9945582357416216,-2.1580648482539173,-0.38232217932031887,-0.6570352370173239,0.1854338290929043,0
0.7475461257864594,0.6459098049984155,-0.3904016525817553,0.6603430545626816,-2.4932485943512384,0
1.2744402278489033,-1.0748006413574709,-1.325964358732918,-1.236478286592349,-0.18284842087405773,0
0.8091127907313788,-3.379883884803792,-0.3973411074842732,-1.2077593925433523,2.180614101446027,0
-0.17961972140563326,-0.4586267402827614,-0.8341532089353993,-2.7738149399339167,1.0289382058961314,0
0.7271679888921005,-1.729473553437062,-1.2707963360527075,1.2428268933268276,-0.8782384515703399,0
-1.025219085737433,-0.484598418770239,-0.7207152545250641,-1.8802884105687847,-2.191381122126626,0
0.3018733807210118,-0.574689633877197,-1.352348215268461,2.6378817522602,0.9803640257858492,0
0.9256767577138694,-2.107957769111072,-1.3869062393767577,1.1644117405352703,0.46325237192762936,0
1.1655948951441282,0.24888715888342938,-0.6391252596684869,0.9625025919532985,0.5567408620726944,0
-0.5659371308924055,-1.8604969558745643,-1.1476898570482532,-1.208858864620722,-0.534440048569994,0
1.5246385964827562,-1.2114640090849156,-2.0854768411906557,0.8571583884232884,1.998346245699929,0
-0.4581369898417196,-0.3666421652924473,-0.4860122569343873,-1.026625482884179,-2.1717560643491645,0
-0.8059917310594155,-1.4992698080515954,-0.9021306012737162,1.0947985022273252,2.556248229665565,0
0.6213467399691023,-2.19464494265824,-0.930924142601767,-0.4213568077704419,0.1922119054379008,0
0.16336035491580048,0.8273782912967675,-1.6706458623712979,-0.9793002302826354,-1.0235025898406276,0
0.06970426942928022,-1.578962618659649,-1.6641272662672346,-0.8915434898545047,1.5271441892878905,0
-0.15627633670504304,-3.0281943683004857,-2.046775742333866,-0.6391935337501581,1.64300569739081,0
1.4901375220998412,0.017251618548985936,-1.1555688334887824,-1.5976197291684564,-0.4607611457155971,1
0.15809487586680993,-0.9663724112479608,-0.931789756699622,2.0642201348524107,0.6099434357225902,0
-0.09731115070159116,-1.0407286827277784,-0.5731970693874997,2.004423303675171,-2.1492479550902317,0
1.1516655830474756,-1.4704723571719496,-0.9469022900168778,-1.4822314236773086,-1.374420008628936,0
0.7344767450012178,1.2388263760392126,-2.0190918846818775,-1.3537546747097586,-0.11358303591680285,0
1.1247767199858125,-1.0862007183117486,-1.539141974223681,0.8983595683469856,1.7833803640207644,0
0.12428569485085071,0.017528317417896844,-1.357508443351467,0.36901643782516713,1.3926829155523612,0
0.6381869988485734,-2.538265712173831,-1.2137746506137135,-1.443200793785794,-0.44368257025717284,0
1.5907957421712526,0.09818900275455444,-0.6342804761562723,0.27168358450003066,-1.7185941404568283,0
2.4187777793134635,1.2321742902367847,-2.565553346480702,-2.2185699659510996,0.7044490584985222,1
0.624903594654043,-0.5296835245186715,-0.9642005548288765,0.023080658950420673,2.5754024320832505,0
0.6091355190535136,-0.5625309024586116,-1.0682101838362523,0.46425123812300356,0.29168411809402806,0
-0.12574629749577262,-1.0916017711240467,-1.287388222482722,1.4086194934459193,0.30424478957196266,0
-0.993593003931448,-0.7078697717822842,-1.2558818960596008,2.5299277492519523,0.745618691136011,0
-0.9869427365015568,-2.5727205414669445,-1.955619122754345,0.016374241931293703,1.416653559845083,0
2.040133885996919,-0.36860878388349283,-1.2767876990636151,-0.863189712166828,0.0799513992405696,0
0.7798286407550497,-0.1519511587192901,-0.43991721705973985,0.05245738688944395,-2.22420081557771,0
-2.7075438553811773,-2.278755231891681,-1.5097974689550422,0.8642483846986365,1.1805588802889457,0
-1.269465266012813,-1.6867806340131142,-1.4978400067058009,-0.3807634038618044,1.7995023192111528,0
-0.31093751635109385,-0.882011197840662,-0.003412115741349475,-0.7360636534685142,0.08496730955131315,0
-0.18901429768247416,-1.2459523008616107,-1.3879158085803114,-0.7289592500331622,1.8565295080296083,0
0.8810588920574334,-0.49243261461767496,-1.2904237225960928,-1.0356040560453943,0.2529875351018789,0
-1.0179114904771591,-1.326707274420093,-0.8809703716038233,-0.4513028643436646,0.8858473546499771,0
1.3345061333378379,-2.301214588403429,-1.1175394298097499,-1.1068702915340567,-0.845286095821761,0
1.438169201145702,-0.00015403268449554197,-0.8337335346489918,-0.1720413592654725,0.7069786862156755,0
